"","date","cycle","amount","recipcode","occupation","employer","orgname","contribid"
"27029","07/30/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","h3001752861 "
"27030","08/19/2010",2010,500,"RN","MANAGER","BANK OF AMERICA","Bank of America","k0001454603 "
"27031","12/09/2009",2010,250,"RN","FINANCIAL ADVISOR","WELLS FARGO","Wells Fargo Services","k0001278891 "
"27032","02/17/2010",2010,250,"RP","VICE PRESIDENT","MERRILL LYNCH","Merrill Lynch","k0001567340@"
"27033","07/27/2010",2010,1000,"DW","INVESTMENT MANAGER","JP MORGAN","JPMorgan Chase & Co","e1110728878@"
"27034","08/25/2010",2010,1200,"RN","FINANCIAL ADVISOR","WELLS FARGO","Wells Fargo Services","k0001446265 "
"27035","04/08/2010",2010,500,"DN","FINANCE","MORGAN STANLEY","Morgan Stanley","c0030167899 "
"27036","06/07/2010",2010,1000,"DN","FINANCE","MORGAN STANLEY","Morgan Stanley","k0001424965 "
"27037","06/26/2010",2010,250,"DN","TECHNOLOGIST","MORGAN STANLEY","Morgan Stanley","k0001350846 "
"27038","08/03/2010",2010,500,"DN","EXECUTIVE","MORGAN STANLEY","Morgan Stanley","f10002486851"
"27039","08/11/2010",2010,2400,"DN","MANAGING DIRECTOR - FIXED INCOME, CURR","GOLDMAN SACHS","Goldman Sachs","f10001658851"
"27040","06/10/2010",2010,500,"RL","BANKER","BANK OF NEW YORK MELLON","Bank of New York Mellon","k0001437743 "
"27041","06/20/2010",2010,500,"RL","EMPLOYEE","MERRILL LYNCH","Merrill Lynch","h1001185414 "
"27042","07/09/2010",2010,333,"RL","INVESTOR","MERRILL LYNCH","Merrill Lynch","i30035321121"
"27043","07/19/2010",2010,500,"RW","MANAGING DIRECTOR","MORGAN STANLEY","Morgan Stanley","k0001449940 "
"27044","06/04/2010",2010,2300,"DN","INVESTMENT MANAGEMENT","GOLDMAN SACHS","Goldman Sachs","k0001419197 "
"27045","06/09/2010",2010,500,"DN","PORTFOLIO MANAGER","JP MORGAN","JPMorgan Chase & Co","k0001417961 "
"27046","06/09/2010",2010,1400,"DN","FINANCE PROFESSIONAL","MORGAN STANLEY","Morgan Stanley","h1001145567 "
"27047","06/09/2010",2010,1000,"DN","TRADER","GOLDMAN SACHS","Goldman Sachs","j1001299724 "
"27048","06/30/2010",2010,2400,"DN","FINANCE","GOLDMAN SACHS","Goldman Sachs","k0001413223 "
"27049","07/22/2010",2010,900,"DN","TRADER","MORGAN STANLEY","Morgan Stanley","j10024120041"
"27050","08/25/2010",2010,1000,"DN","FINANCIAL ANALYST","GOLDMAN SACHS","Goldman Sachs","k0001450273 "
"27051","07/19/2010",2010,1000,"RW","FINANCIAL SERVICES","GOLDMAN SACHS","Goldman Sachs","b0608437888 "
"27052","07/01/2010",2010,1000,"DW","LOCAL HEAD OF OPERATIONS","M&T BANK","M&T Bank","h10011492911"
"27053","05/21/2010",2010,250,"DN","TECHNOLOGIST","MORGAN STANLEY","Morgan Stanley","k0001350846 "
"27054","06/07/2010",2010,1000,"DN","FINANCE","MORGAN STANLEY","Morgan Stanley","j1001280846 "
"27055","06/30/2010",2010,500,"DN","INVESTMENT BANKER","MORGAN STANLEY","Morgan Stanley","f10002486851"
"27056","06/30/2010",2010,1400,"DN","TRADER","GOLDMAN SACHS","Goldman Sachs","j1001299724 "
"27057","06/22/2010",2010,1000,"DN","SENIOR DIRECTOR","GOLDMAN SACHS","Goldman Sachs","U00000000541"
"27058","08/24/2010",2010,1000,"DN","MANAGING DIRECTOR","MORGAN STANLEY","Morgan Stanley","c0130266539 "
"27059","08/23/2010",2010,500,"DN","BROKER","GOLDMAN SACHS","Goldman Sachs","j1991833923 "
"27060","07/28/2010",2010,1000,"DN","BANKER","GOLDMAN SACHS","Goldman Sachs","j1001262170 "
"27061","07/28/2010",2010,1000,"DN","BANKER","GOLDMAN SACHS","Goldman Sachs","j1001262170 "
"27062","07/09/2010",2010,166,"RL","INVESTMENTS","JP MORGAN","Morgan Stanley","U00000044241"
"27063","08/20/2010",2010,1000,"RW","PRESIDENT AND CEO","MERRILL LYNCH","Merrill Lynch","j1001650174 "
"27064","08/08/2010",2010,500,"DN","FINANCIAL ADVISOR","MORGAN STANLEY","Morgan Stanley","k0001450583 "
"27065","05/28/2010",2010,250,"DP","BANKER","NORTHERN TRUST","Northern Trust","h3001410641 "
"27066","08/10/2010",2010,1000,"RN","SALES TRADER","JP MORGAN","JPMorgan Chase & Co","h3001592208 "
"27067","09/29/2009",2010,750,"RL","MANAGING DIRECTOR","WELLS FARGO","Wells Fargo Services","k0001183604 "
"27068","06/08/2010",2010,1000,"DN","PORTFOLIO MANAGER","MORGAN STANLEY","Morgan Stanley","k0001417420 "
"27069","08/14/2010",2010,2400,"RL","ASSOCIATE","GOLDMAN SACHS","Goldman Sachs","U0000004349 "
"27070","07/22/2010",2010,250,"RN","INVESTMENT COUNSELOR","WELLS FARGO","Wells Fargo Services","a00016707891"
"27071","05/14/2010",2010,400,"DP","RETIRED","BANK OF AMERICA","Retired","j1002118782 "
"27072","09/16/2009",2010,2400,"RL","INVESTMENT BANKER","GOLDMAN SACHS","Goldman Sachs","k00011833431"
"27073","09/24/2009",2010,300,"RL","VICE PRESIDENT","BANK OF AMERICA","Bank of America","i3003317597 "
"27074","05/18/2010",2010,2000,"DP","INVESTMENT BANKER","MORGAN STANLEY","Morgan Stanley","h30015284201"
"27075","01/12/2010",2010,2400,"RL","MANAGING DIRECTOR","GOLDMAN SACHS","Goldman Sachs","U00000035581"
"27076","07/21/2010",2010,1000,"DN","BANKER","FIRST BANK","First Bank","h3001267639 "
"27077","09/27/2009",2010,1000,"RL","FIXED INCOME TRADING","MORGAN STANLEY","Morgan Stanley","h1001268482 "
"27078","06/08/2010",2010,1000,"DN","INVESTMENT BANKER","MORGAN STANLEY","Morgan Stanley","j1001644767 "
"27079","05/14/2009",2010,500,"RP","BANKER","WELLS FARGO","Wells Fargo Services","h1001415305 "
"27080","06/11/2010",2010,500,"DN","BANKING","GOLDMAN SACHS","Goldman Sachs","k0001424885 "
"27081","06/07/2010",2010,500,"DN","FINANCE","MORGAN STANLEY","Morgan Stanley","j1001902649 "
"27082","08/17/2010",2010,1000,"DN","MANAGING DIRECTOR","JP MORGAN","JPMorgan Chase & Co","h1011175114 "
"27083","01/12/2010",2010,500,"RL","BANKER","NORTHERN TRUST","Northern Trust","i3003549033 "
"27084","12/31/2009",2010,500,"RN","SENIOR VICE PRESIDENT","BB&T","BB&T Corp","k0001253543 "
"27085","05/21/2010",2010,2400,"DN","BANKER","MORGAN STANLEY","Morgan Stanley","b0608437888 "
"27086","07/06/2009",2010,208,"PB","EXECUTIVE VICE PRESIDENT","BB&T","","h3001295330 "
"27087","04/21/2010",2010,500,"RW","STOCKBROKER","MERRILL LYNCH","Merrill Lynch","c00702008451"
"27088","08/25/2010",2010,800,"DN","BANKER","MORGAN STANLEY","Morgan Stanley","j1001350377 "
"27089","05/28/2010",2010,250,"DP","BANKER","NORTHERN TRUST","Northern Trust","h3001410641 "
"27090","07/16/2010",2010,1000,"DN","MANAGING DIRECTOR","MORGAN STANLEY","Morgan Stanley","j1001199274 "
"27091","01/17/2010",2010,200,"RL","VICE PRESIDENT","BANK OF AMERICA","Bank of America","i3003317597 "
"27092","11/30/2009",2010,350,"RL","MANAGING DIRECTOR, INVESTMENT BANKING","MORGAN STANLEY","Morgan Stanley","f1100250053 "
"27093","01/15/2010",2010,500,"RL","INVESTMENTS","GOLDMAN SACHS","Goldman Sachs","a00000577401"
"27094","02/23/2010",2010,2400,"RL","MANAGING DIRECTOR","GOLDMAN SACHS","Goldman Sachs","U00000035581"
"27095","04/09/2009",2010,500,"RW","CPA","BANK OF AMERICA","Bank of America","h10013522731"
"27096","05/03/2010",2010,500,"RL","BANKER","NORTHERN TRUST","Northern Trust","i3003549033 "
"27097","07/20/2009",2010,208,"PB","EXECUTIVE VICE PRESIDENT","BB&T","","h3001295330 "
"27098","06/11/2010",2010,1900,"RW","WEALTH MANAGEMENT INV. OFFICER","PNC BANK","PNC Bank Corp","k0001426721 "
"27099","05/20/2009",2010,500,"RP","EXECUTIVE DIRECTOR","MORGAN STANLEY","Morgan Stanley","j1001814376 "
"27100","05/17/2010",2010,500,"RL","MANAGING DIRECTOR","BANK OF AMERICA","Bank of America","k0001406464 "
"27101","05/28/2010",2010,500,"RL","SR. VICE PRESIDENT","MORGAN STANLEY","Morgan Stanley","f1000241152 "
"27102","01/20/2010",2010,250,"RL","BANKER","NORTHERN TRUST","Northern Trust","i3003549033 "
"27103","06/03/2009",2010,1000,"DW","SENIOR VP","MORGAN STANLEY","Morgan Stanley","h10015159831"
"27104","05/28/2010",2010,250,"RL","BANKER","JP MORGAN","JPMorgan Chase & Co","j10012853151"
"27105","03/29/2010",2010,1000,"RL","INVESTMENT BANKER","MORGAN STANLEY","Morgan Stanley","c01903269741"
"27106","09/25/2009",2010,250,"RL","BANKER","NORTHERN TRUST","Northern Trust","k0001620044@"
"27107","06/29/2009",2010,1000,"RW","INVESTMENT BANKER","BANK OF AMERICA","Bank of America","f00000724791"
"27108","09/30/2009",2010,500,"DW","INVESTOR","MORGAN STANLEY","Morgan Stanley Smith Barney","a0001198727 "
"27109","11/25/2009",2010,1000,"RL","REAL ESTATE DEVELOPER","BANK OF AMERICA","Attorney","k0001247161 "
"27110","01/29/2010",2010,250,"RL","EXECUTIVE DIRECTOR","MORGAN STANLEY","Morgan Stanley","j10012158361"
"27111","11/30/2009",2010,250,"RL","REAL ESTATE DEVELOPER","BANK OF AMERICA","Bank of America","k0001247161 "
"27112","10/13/2009",2010,250,"DW","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","j1001836047 "
"27113","06/30/2010",2010,500,"RL","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","d1006596950 "
"27114","02/23/2009",2010,450,"RP","BANKER","KEY BANK","KeyCorp","j1002569636 "
"27115","06/10/2010",2010,500,"DL","CEO/PRESIDENT","NORTHERN TRUST","Northern Trust","h10012988371"
"27116","05/18/2010",2010,500,"RL","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","h1011153499 "
"27117","06/09/2010",2010,250,"RL","INSURANCE AGENT","NORTHERN TRUST","Northern Trust","h3001593786 "
"27118","06/18/2010",2010,500,"RL","REAL ESTATE DEVELOPER","BANK OF AMERICA","Bank of America","k0001247161 "
"27119","06/30/2010",2010,500,"RW","VICE CHAIRMAN","BANK OF AMERICA","Bank of America","d00008869981"
"27120","03/31/2010",2010,500,"DW","INVESTOR","MORGAN STANLEY","Morgan Stanley","a0001198727 "
"27121","10/25/2009",2010,250,"DW","VP, LOAN OFFICER","BANK OF AMERICA","Bank of America","k0001261154 "
"27122","07/07/2009",2010,250,"PI","TRUST OFFICER","NORTHERN TRUST","","h3001858157 "
"27123","06/07/2010",2010,250,"RW","SALES","GOLDMAN SACHS","Goldman Sachs","g1100710295 "
"27124","02/20/2009",2010,1000,"RP","BROKER","MORGAN STANLEY","Morgan Stanley","d10051915701"
"27125","04/26/2010",2010,250,"DN","BANKING","JP MORGAN","JPMorgan Chase & Co","k0001393706 "
"27126","05/19/2010",2010,500,"RW","WEALTH MANAGEMENT","MORGAN STANLEY","Morgan Stanley","k0001383275 "
"27127","04/22/2010",2010,250,"DN","1ST VP","MORGAN STANLEY","Morgan Stanley","k0001177704 "
"27128","06/02/2009",2010,250,"DW","VP, REAL ESTATE DEVELOPMENT","BANK OF AMERICA","Bank of America","k0001136216 "
"27129","12/23/2009",2010,400,"DN","MD","GOLDMAN SACHS","Goldman Sachs","e11109315301"
"27130","05/11/2009",2010,250,"DP","SENIOR VICE PRESIDENT","WELLS FARGO","Wells Fargo Services","i3003427044 "
"27131","08/13/2010",2010,500,"RP","PRESIDENT","WELLS FARGO","Wells Fargo Services","k0001461814 "
"27132","07/13/2010",2010,1000,"DW","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","k0001184749 "
"27133","12/23/2009",2010,2000,"DN","MD","GOLDMAN SACHS","Goldman Sachs","e11109315301"
"27134","06/07/2010",2010,250,"RW","FINANCE","MORGAN STANLEY","Morgan Stanley","k0001415334 "
"27135","08/25/2010",2010,480,"DP","REAL ESTATE AGENT","NORTHERN TRUST","Northern Trust","h3003529605 "
"27136","12/23/2009",2010,1600,"DN","MD","GOLDMAN SACHS","Goldman Sachs","e11109315301"
"27137","07/12/2010",2010,5000,"PI","VICE CHAIRMAN","MERRILL LYNCH","Merrill Lynch","f00000044761"
"27138","08/07/2010",2010,500,"RN","STOCKBROKER","MERRILL LYNCH","Merrill Lynch","d0000693761 "
"27139","05/17/2010",2010,1500,"RW","EXECUTIVE","PNC BANK","PNC Bank National Assn","a00009378381"
"27140","04/19/2010",2010,1000,"RN","BANKER (SR. VICE PRESIDENT)","WELLS FARGO","Wells Fargo Services","k0001373283 "
"27141","05/05/2010",2010,250,"RN","SALES","WELLS FARGO","Wells Fargo Services","k0001388606 "
"27142","05/11/2010",2010,1500,"RN","SR. VICE PRESIDENT","MORGAN STANLEY","Morgan Stanley","k0001388831 "
"27143","08/17/2010",2010,1200,"DW","IT TECH MANAGER","BANK OF AMERICA","[24T Contribution]","h3001923880 "
"27144","05/12/2010",2010,700,"RN","BANKER","REGIONS BANK","Regions Bank","k0001383842 "
"27145","12/28/2009",2010,250,"DN","DISTRICT PRESIDENT","KEY BANK","Key Bank","i3003514950 "
"27146","08/11/2010",2010,1000,"DN","BANKER","WELLS FARGO","[24T Contribution]","j1001123992 "
"27147","08/22/2010",2010,250,"DN","OPERATIONS MANAGER","BANK OF AMERICA","[24T Contribution]","j1001122639 "
"27148","05/17/2010",2010,2400,"RN","BANKER","GOLDMAN SACHS","Goldman Sachs","i3003211233 "
"27149","08/02/2010",2010,5000,"PI","EXECUTIVE","GOLDMAN SACHS","Goldman Sachs","h1001381787 "
"27150","08/29/2010",2010,1200,"DW","IT TECH MANAGER","BANK OF AMERICA","[24T Contribution]","h3001923880 "
"27151","06/06/2010",2010,250,"RN","FINANCIAL ANALYST","MORGAN STANLEY","Morgan Stanley","k00013899281"
"27152","05/14/2010",2010,1000,"RN","TRADER","GOLDMAN SACHS","Goldman Sachs","k0001382223 "
"27153","08/09/2010",2010,250,"DP","REAL ESTATE","WELLS FARGO","Wells Fargo Services","j1002187315 "
"27154","08/24/2010",2010,200,"DI","FA","MERRILL LYNCH","[24T Contribution]","d0000706193 "
"27155","08/08/2010",2010,500,"DN","FINANCIAL ADVISOR","MORGAN STANLEY","[24T Contribution]","k0001450583 "
"27156","08/25/2010",2010,1000,"RP","INVESTMENT MANAGEMENT","MORGAN STANLEY","Morgan Stanley","j1991840216 "
"27157","08/27/2010",2010,200,"DP","VP HR","PNC BANK","PNC Bank Corp","j1002513839@"
"27158","06/30/2010",2010,166,"RW","INVESTOR","JP MORGAN","Morgan Stanley","U00000044241"
"27159","06/25/2009",2010,300,"RL","FINANCIAL ADVISOR","MERRILL LYNCH","Merrill Lynch","j1001588324 "
"27160","06/14/2010",2010,1000,"DW","MANAGING DIRECTOR","GOLDMAN SACHS","Goldman Sachs","h10011114711"
"27161","06/30/2010",2010,500,"DW","MANAGING DIRECTOR","BANK OF NEW YORK MELLON","Bank of New York Mellon","k0001413270 "
"27162","06/30/2010",2010,333,"RW","INVESTMENT BANKER","MORGAN STANLEY","Morgan Stanley","i30035321121"
"27163","06/18/2010",2010,1000,"RP","BANKER","GOLDMAN SACHS","Goldman Sachs","j10011176591"
"27164","04/26/2010",2010,250,"DP","MANAGEMENT","WELLS FARGO","Wells Fargo Services","k0001377426 "
"27165","08/12/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","h3001666175 "
"27166","08/12/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001299966 "
"27167","08/31/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k00012966891"
"27168","08/31/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","h30013720231"
"27169","08/31/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","i3003392934 "
"27170","08/31/2010",2010,416,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001385252 "
"27171","08/31/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","h3001518178 "
"27172","08/12/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001385378 "
"27173","08/12/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","h1001199308 "
"27174","08/12/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001294753 "
"27175","08/12/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","f00001230721"
"27176","08/12/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","f0000170923 "
"27177","08/12/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","h3001518178 "
"27178","08/31/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","h1001199308 "
"27179","08/31/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","f1000640257 "
"27180","08/31/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","h3001752861 "
"27181","07/01/2010",2010,500,"PB","DRC-DIRECTOR","BANK OF AMERICA","","k0001451224 "
"27182","08/12/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","h3001377510 "
"27183","08/12/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","j1001223341 "
"27184","08/12/2010",2010,416,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001385252 "
"27185","08/12/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001283332 "
"27186","08/31/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","h3001377510 "
"27187","08/31/2010",2010,234,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001223461 "
"27188","08/31/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","i3003211233 "
"27189","07/01/2010",2010,500,"PB","MANAGING DIRECTOR","BANK OF AMERICA","","i3003655529 "
"27190","08/12/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","e1110601809 "
"27191","08/12/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","i3003392934 "
"27192","08/12/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001383023 "
"27193","08/12/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001297758 "
"27194","08/31/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001274212 "
"27195","08/31/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001299966 "
"27196","08/31/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","j1001223341 "
"27197","08/31/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001283332 "
"27198","08/12/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","i3003211233 "
"27199","08/12/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","h30013801631"
"27200","08/12/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","h3001752861 "
"27201","08/31/2010",2010,222,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001467242 "
"27202","08/31/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","f00001230721"
"27203","07/01/2010",2010,2000,"PB","VCBM - VICE CHAIRMAN-BANK OF A","BANK OF AMERICA","","d00008869981"
"27204","07/01/2010",2010,501,"PB","DRC-DIRECTOR","BANK OF AMERICA","","k0001454553 "
"27205","08/12/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","f1000640257 "
"27206","08/12/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","h30013720231"
"27207","08/12/2010",2010,234,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001223461 "
"27208","08/31/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001385378 "
"27209","08/31/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001279390 "
"27210","08/31/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","e1110601809 "
"27211","08/31/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","h30013801631"
"27212","08/31/2010",2010,250,"DP","BANKER","BNY MELLON","Bank of New York Mellon","k0001458568 "
"27213","04/15/2009",2010,600,"PI","PRINCIPAL","BANK OF AMERICA","","j1002215793 "
"27214","03/15/2010",2010,200,"DN","MERRILL LYNCH","MERRILL LYNCH","Merrill Lynch","h3001194722 "
"27215","06/30/2010",2010,200,"RW","INVESTMENT BANKER","JP MORGAN","JPMorgan Chase & Co","j1001124803 "
"27216","08/05/2009",2010,250,"PI","INSURANCE RISK MANAG","MERRILL LYNCH","","i3003127102 "
"27217","08/12/2009",2010,1500,"PI","ACCOUNTING MANAGER","BANK OF NEW YORK MELLON","","h1001104513 "
"27218","08/31/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001383023 "
"27219","05/28/2010",2010,250,"RW","FINANCIAL ADVISOR","WELLS FARGO","Wells Fargo Services","k0001443310 "
"27220","08/12/2010",2010,222,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001467242 "
"27221","08/12/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001279390 "
"27222","08/12/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001274212 "
"27223","08/12/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k00012966891"
"27224","08/12/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","g0010658326 "
"27225","08/31/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","h3001666175 "
"27226","08/31/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001294753 "
"27227","08/31/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","g0010658326 "
"27228","08/31/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","f0000170923 "
"27229","08/31/2010",2010,208,"PB","INVESTMENT BANKER","GOLDMAN SACHS","","k0001297758 "
"27230","08/13/2009",2010,250,"PI","BUSINESS BANKER","BANK OF AMERICA","","e1110709292 "
"27231","01/20/2010",2010,500,"RL","SENIOR VP","MORGAN STANLEY","Morgan Stanley","i3003551221 "
"27232","05/26/2010",2010,350,"PI","SENIOR VP","MERRILL LYNCH","","f1000694468 "
"27233","06/24/2010",2010,200,"RL","SALES AND SERVICES REP","BANK OF AMERICA","Bank of America","k0001436364 "
"27234","06/30/2009",2010,1500,"DN","FINANCE ADVISOR","BANK OF AMERICA","Bank of America","k0001147209 "
"27235","06/04/2009",2010,250,"DP","TECHNOLOGY MANAGER","MORGAN STANLEY","Technology Manager","h1001447774 "
"27236","03/31/2010",2010,1500,"RL","FINANCIAL CONSULTANT","WELLS FARGO","Wells Fargo Services","c0190318787 "
"27237","06/02/2010",2010,600,"RW","ANALYST","WELLS FARGO","Wells Fargo Services","j1001816851 "
"27238","06/16/2010",2010,500,"RW","BANKER","WELLS FARGO","Wells Fargo Services","d1007363790 "
"27239","08/21/2009",2010,208,"PB","EXECUTIVE VICE PRESIDENT","BB&T","","h3001295330 "
"27240","12/22/2009",2010,250,"RW","BANKER","WELLS FARGO","Wells Fargo Services","d1007363790 "
"27241","06/30/2009",2010,500,"RN","VP, GLOBAL WEALTH MANAGEMENT","MERRILL LYNCH","Merrill Lynch","g11006911591"
"27242","08/24/2009",2010,1000,"DP","INVESTMENT BANKER","GOLDMAN SACHS","Goldman Sachs","c0110080668 "
